Image_name,Roll,Pitch,Yaw
glasses_14.jpg,1.2723207368327196,0.9081543802536345,-60.03967805020814
glasses_6.jpg,1.895717424500944,4.52378900562303,27.113601266941288
glasses_7.jpg,0.8377997195537125,20.605389921417185,25.487831204363843
glasses_15.jpg,-1.8608377648264522,-38.52708725218758,20.930813058417897
glasses_5.jpg,-3.820149403349781,-28.68684851943013,19.61449843003109
glasses_4.jpg,1.4182093796455495,12.569429613020404,-58.761433844527424
glasses_16.jpg,5.944444934681146,-14.266790289544119,80.97082341613603
glasses_12.jpg,4.9548775557338605,-21.699112910629594,-26.284140663755288
glasses_1.jpg,-9.65437097497599,-25.11165905022591,47.648488350951254
glasses_13.jpg,-5.373962258080763,8.788994041034442,-84.71531581176399
glasses_11.jpg,-1.2681646529794874,-4.399563784503144,-8.812675565829906
glasses_3.jpg,-1.071257084946342,-26.313031482494033,1.1251895569756698
glasses_2.jpg,1.803780289608004,-38.395145436885535,-23.560963136698746
glasses_10.jpg,4.29774399310139,0.621958514913743,-10.569928478829084
pose_8.jpg,-5.994958532764255,-0.8205475682266865,-50.889803161808075
pose_9.jpg,1.711814834602609,-19.842112755097617,82.99202928925507
pose_12.jpg,-1.4425464151832617,-33.474826435491174,-57.24320616528649
pose_10.jpg,-1.7867720531752647,-13.74353376835218,-24.656588474022982
pose_11.jpg,-0.7274371069026068,-11.906750999443759,2.5386561794966838
pose_2.jpg,-0.1777339692671038,-1.5964678811067046,-2.8511881509733428
pose_3.jpg,-3.866652689286265,-15.00402443959102,-84.05869168383815
pose_1.jpg,0.9524434539844215,-20.390015543197947,-2.6755503986989453
pose_4.jpg,-0.5675826371987329,-34.132082278444656,-50.48738940822659
pose_5.jpg,-5.456825845969619,32.585879273026194,24.446506863228166
pose_7.jpg,2.1028395122303376,-9.979443567704223,84.81953382028942
pose_6.jpg,-0.41583866688010074,-22.87556501722665,-76.98580772716012
glasses_9.jpg,6.19541856977177,5.709746758339335,-105.37175490824784
glasses_8.jpg,3.5057365148432806,-21.532341620009774,-0.18927875108676062
